data,plataforma,conta_id,conta_versao,campanha_id,campanha_versao,adset_id,adset_versao,anuncio_id,anuncio_versao,spend,impressions,link_clicks,conversions,conversion_value,video_views,reach,profile_views,purchases,purchase_value,result_type,result_count,result_attribution_window,cost_per_result
2026-06-02,Google Ads,Cliente-6ED105CA,1,Campanha-ACFE35BB,1,AdSet-2FA08C4F,1,Anuncio-2FCC58DA,1,264.14,3559,78,4.90818,950.99,156,0,0,0,0,,,,
2026-06-02,Google Ads,Cliente-6ED105CA,1,Campanha-ACFE35BB,1,AdSet-E02677A8,1,Anuncio-E5CAFB1B,1,1322.12,16952,480,7.377839,940.37,244,0,0,0,0,,,,
2026-06-02,Google Ads,Cliente-6ED105CA,1,Campanha-D03279CF,1,AdSet-38FD9C4C,1,Anuncio-BD202F4B,1,421.54,13154,357,15.456046,2002.24,51,0,0,0,0,,,,
2026-06-02,Google Ads,Cliente-6ED105CA,1,Campanha-D03279CF,1,AdSet-5DC66742,1,Anuncio-DEF80DD8,1,667.07,4812,191,14.321205,543.71,283,0,0,0,0,,,,
2026-06-02,Google Ads,Cliente-AD42A32D,1,Campanha-409E3907,1,AdSet-3E655550,1,Anuncio-D93BAE53,1,117.93,7638,157,8.21758,668.64,340,0,0,0,0,,,,
2026-06-02,Google Ads,Cliente-AD42A32D,1,Campanha-409E3907,1,AdSet-3F3A9FAC,1,Anuncio-7E3C39EB,1,358.93,2872,104,9.037417,589.82,124,0,0,0,0,,,,
2026-06-02,Google Ads,Cliente-AD42A32D,1,Campanha-409E3907,1,AdSet-3F3A9FAC,1,Anuncio-9E8F58AB,1,247.66,12568,153,6.77141,391.79,604,0,0,0,0,,,,
2026-06-02,Google Ads,Cliente-AD42A32D,1,Campanha-571CE57F,1,AdSet-3131F2B0,1,Anuncio-1F0B0200,1,350.84,24893,590,52.284966,3028.58,577,0,0,0,0,,,,
2026-06-02,Google Ads,Cliente-AD42A32D,1,Campanha-571CE57F,1,AdSet-D6A72598,1,Anuncio-08CD3708,1,431.1,7115,235,9.357889,1326.94,180,0,0,0,0,,,,
2026-06-02,Google Ads,Cliente-AD42A32D,1,Campanha-86298F91,1,AdSet-1CAEFB1E,1,Anuncio-92C2AD5A,1,291.54,6652,264,8.060366,639.27,241,0,0,0,0,,,,
2026-06-02,Google Ads,Cliente-AD42A32D,1,Campanha-86298F91,1,AdSet-DC1F642E,1,Anuncio-5488E69D,1,181.46,13348,344,11.639648,597.32,636,0,0,0,0,,,,
2026-06-02,Meta Ads,Cliente-0D954560,1,Campanha-5AA632F6,1,AdSet-F8D81242,1,Anuncio-A274723C,1,101.84,1938,34,3,0,449,1721,0,1,123.74,actions:offsite_conversion.fb_pixel_lead,3,default,33.94666667
2026-06-02,Meta Ads,Cliente-0D954560,1,Campanha-942DC529,1,AdSet-15C3C269,1,Anuncio-89F19D87,1,94.82,978,31,0,0,143,767,0,0,0.0,,,,
2026-06-02,Meta Ads,Cliente-1301E036,1,Campanha-6C8B5548,1,AdSet-6CA8CD14,1,Anuncio-09915A4E,1,725.83,12255,273,15,0,4467,8472,0,5,190.67,,,,
2026-06-02,Meta Ads,Cliente-1301E036,1,Campanha-6C8B5548,1,AdSet-6CA8CD14,1,Anuncio-52861658,1,107.36,1604,64,4,0,405,1046,0,1,237.43,,,,
2026-06-02,Meta Ads,Cliente-1301E036,1,Campanha-D4F4B6F7,1,AdSet-B1087453,1,Anuncio-0888DFA2,1,497.09,10140,227,14,0,2620,6497,0,4,501.01,actions:offsite_conversion.fb_pixel_lead,14,default,35.50642857
2026-06-02,Meta Ads,Cliente-1301E036,1,Campanha-D4F4B6F7,1,AdSet-B1087453,1,Anuncio-AD28A55D,1,31.84,2281,46,2,0,439,1771,0,0,0.0,actions:offsite_conversion.fb_pixel_lead,2,default,15.92000000
2026-06-02,Meta Ads,Cliente-1301E036,1,Campanha-D4F4B6F7,1,AdSet-B694B472,1,Anuncio-19D03D54,1,80.27,2370,49,1,0,319,1784,0,0,0.0,actions:offsite_conversion.fb_pixel_lead,1,default,80.27000000
2026-06-02,Meta Ads,Cliente-8595A0B1,1,Campanha-7435AF3B,1,AdSet-909F3F76,1,Anuncio-DA061972,1,194.75,5957,106,3,0,2165,3637,0,1,154.53,video_thruplay_watched_actions,1299,default,0.14992302
2026-06-02,Meta Ads,Cliente-8595A0B1,1,Campanha-80EA63AC,1,AdSet-839FE6F8,1,Anuncio-F7564EEF,1,1695.27,15927,545,14,0,5564,9119,0,4,736.03,actions:offsite_conversion.fb_pixel_lead,14,default,121.09071429
2026-06-02,Meta Ads,Cliente-8595A0B1,1,Campanha-80EA63AC,1,AdSet-A9531AD0,1,Anuncio-AF9B4192,1,745.57,10539,414,8,0,3022,8415,0,2,349.81,actions:offsite_conversion.fb_pixel_lead,8,default,93.19625000
2026-06-03,Google Ads,Cliente-474CCCE3,1,Campanha-1605BED1,1,AdSet-2C3F076D,1,Anuncio-B54E991E,1,1404.03,16905,475,20.400298,4773.62,278,0,0,0,0,,,,
2026-06-03,Google Ads,Cliente-474CCCE3,1,Campanha-BAA2D61A,1,AdSet-ECF361B8,1,Anuncio-1BA82A24,1,117.87,3853,143,10.443578,2655.6,48,0,0,0,0,,,,
2026-06-03,Google Ads,Cliente-474CCCE3,1,Campanha-BAA2D61A,1,AdSet-F891FAAE,1,Anuncio-1039A314,1,559.58,9485,211,2.719202,462.1,26,0,0,0,0,,,,
2026-06-03,Google Ads,Cliente-6ED105CA,1,Campanha-026778BE,1,AdSet-4B62792C,1,Anuncio-A30083A9,1,62.1,1634,51,4.562488,226.17,3,0,0,0,0,,,,
2026-06-03,Google Ads,Cliente-6ED105CA,1,Campanha-026778BE,1,AdSet-C451AA6E,1,Anuncio-2CF462B1,1,341.74,8582,234,12.197522,1278.24,295,0,0,0,0,,,,
2026-06-03,Google Ads,Cliente-6ED105CA,1,Campanha-ACFE35BB,1,AdSet-2FA08C4F,1,Anuncio-2FCC58DA,1,277.69,3722,82,5.159881,999.76,208,0,0,0,0,,,,
2026-06-03,Google Ads,Cliente-6ED105CA,1,Campanha-D03279CF,1,AdSet-5DC66742,1,Anuncio-DEF80DD8,1,2102.49,15144,602,45.138038,1713.68,335,0,0,0,0,,,,
2026-06-03,Google Ads,Cliente-AD42A32D,1,Campanha-409E3907,1,AdSet-3E655550,1,Anuncio-D93BAE53,1,165.25,10741,220,11.51508,936.95,334,0,0,0,0,,,,
2026-06-03,Google Ads,Cliente-AD42A32D,1,Campanha-409E3907,1,AdSet-3F3A9FAC,1,Anuncio-7E3C39EB,1,372.73,2978,108,9.38501,612.5,81,0,0,0,0,,,,
2026-06-03,Google Ads,Cliente-AD42A32D,1,Campanha-409E3907,1,AdSet-3F3A9FAC,1,Anuncio-9E8F58AB,1,174.82,8936,108,4.779819,276.55,135,0,0,0,0,,,,
2026-06-03,Google Ads,Cliente-AD42A32D,1,Campanha-571CE57F,1,AdSet-3131F2B0,1,Anuncio-1F0B0200,1,95.14,6772,160,14.178974,821.31,309,0,0,0,0,,,,
2026-06-03,Google Ads,Cliente-AD42A32D,1,Campanha-571CE57F,1,AdSet-D6A72598,1,Anuncio-08CD3708,1,357.72,5908,195,7.765057,1101.07,339,0,0,0,0,,,,
2026-06-03,Google Ads,Cliente-AD42A32D,1,Campanha-86298F91,1,AdSet-1CAEFB1E,1,Anuncio-92C2AD5A,1,58.53,1354,53,1.61818,128.34,3,0,0,0,0,,,,
2026-06-03,Google Ads,Cliente-AD42A32D,1,Campanha-86298F91,1,AdSet-DC1F642E,1,Anuncio-5488E69D,1,63.3,4660,120,4.060342,208.37,184,0,0,0,0,,,,
2026-06-03,Meta Ads,Cliente-0D954560,1,Campanha-5AA632F6,1,AdSet-21718E81,1,Anuncio-ACD3E146,1,298.71,2814,100,4,0,400,1604,0,1,218.6,actions:offsite_conversion.fb_pixel_lead,4,default,74.67750000
2026-06-03,Meta Ads,Cliente-0D954560,1,Campanha-A1087A42,1,AdSet-20AD549D,1,Anuncio-E9DCB443,1,745.35,7703,244,3,0,1144,5865,0,1,249.19,actions:offsite_conversion.fb_pixel_lead,3,default,248.45000000
2026-06-03,Meta Ads,Cliente-1301E036,1,Campanha-6C8B5548,1,AdSet-6CA8CD14,1,Anuncio-52861658,1,144.27,2175,86,5,0,839,1483,0,1,237.43,,,,
2026-06-03,Meta Ads,Cliente-1301E036,1,Campanha-D4F4B6F7,1,AdSet-B1087453,1,Anuncio-AD28A55D,1,146.04,10277,211,9,0,1417,9104,0,3,379.73,actions:offsite_conversion.fb_pixel_lead,9,default,16.22666667
2026-06-03,Meta Ads,Cliente-1301E036,1,Campanha-D4F4B6F7,1,AdSet-B694B472,1,Anuncio-19D03D54,1,175.29,5208,107,1,0,1387,4682,0,0,0.0,actions:offsite_conversion.fb_pixel_lead,1,default,175.29000000
2026-06-03,Meta Ads,Cliente-8595A0B1,1,Campanha-7435AF3B,1,AdSet-909F3F76,1,Anuncio-DA061972,1,123.1,3777,67,2,0,1145,2799,0,0,0.0,video_thruplay_watched_actions,687,default,0.17918486
2026-06-03,Meta Ads,Cliente-8595A0B1,1,Campanha-80EA63AC,1,AdSet-A9531AD0,1,Anuncio-AF9B4192,1,922.05,13040,512,9,0,2041,10638,0,3,524.71,actions:offsite_conversion.fb_pixel_lead,9,default,102.45000000
2026-06-04,Google Ads,Cliente-474CCCE3,1,Campanha-BAA2D61A,1,AdSet-ECF361B8,1,Anuncio-1BA82A24,1,142.6,4640,173,12.634538,3212.72,88,0,0,0,0,,,,
2026-06-04,Google Ads,Cliente-474CCCE3,1,Campanha-BAA2D61A,1,AdSet-F891FAAE,1,Anuncio-1039A314,1,127.3,2193,48,0.618586,105.12,124,0,0,0,0,,,,
2026-06-04,Google Ads,Cliente-6ED105CA,1,Campanha-026778BE,1,AdSet-4B62792C,1,Anuncio-A30083A9,1,292.24,7712,240,21.47053,1064.35,337,0,0,0,0,,,,
2026-06-04,Google Ads,Cliente-6ED105CA,1,Campanha-ACFE35BB,1,AdSet-2FA08C4F,1,Anuncio-2FCC58DA,1,233.67,3141,69,4.341851,841.26,121,0,0,0,0,,,,
2026-06-04,Google Ads,Cliente-6ED105CA,1,Campanha-ACFE35BB,1,AdSet-E02677A8,1,Anuncio-E5CAFB1B,1,1024.65,13155,372,5.717826,728.79,713,0,0,0,0,,,,
2026-06-04,Google Ads,Cliente-6ED105CA,1,Campanha-D03279CF,1,AdSet-38FD9C4C,1,Anuncio-BD202F4B,1,518.36,16166,439,19.006174,2462.14,41,0,0,0,0,,,,
2026-06-04,Google Ads,Cliente-AD42A32D,1,Campanha-409E3907,1,AdSet-3E655550,1,Anuncio-D93BAE53,1,284.69,18430,379,19.837342,1614.12,993,0,0,0,0,,,,
2026-06-04,Google Ads,Cliente-AD42A32D,1,Campanha-409E3907,1,AdSet-3F3A9FAC,1,Anuncio-9E8F58AB,1,425.71,21648,263,11.639743,673.46,1001,0,0,0,0,,,,
2026-06-04,Google Ads,Cliente-AD42A32D,1,Campanha-571CE57F,1,AdSet-3131F2B0,1,Anuncio-1F0B0200,1,69.57,4963,117,10.368375,600.58,142,0,0,0,0,,,,
2026-06-04,Google Ads,Cliente-AD42A32D,1,Campanha-571CE57F,1,AdSet-D6A72598,1,Anuncio-08CD3708,1,119.24,1962,65,2.588352,367.02,79,0,0,0,0,,,,
2026-06-04,Google Ads,Cliente-AD42A32D,1,Campanha-86298F91,1,AdSet-1CAEFB1E,1,Anuncio-92C2AD5A,1,83.93,1919,76,2.320409,184.03,68,0,0,0,0,,,,
2026-06-04,Google Ads,Cliente-AD42A32D,1,Campanha-86298F91,1,AdSet-DC1F642E,1,Anuncio-5488E69D,1,116.58,8576,221,7.477797,383.74,33,0,0,0,0,,,,
2026-06-04,Meta Ads,Cliente-0D954560,1,Campanha-5AA632F6,1,AdSet-21718E81,1,Anuncio-ACD3E146,1,713.92,6711,239,10,0,1053,5625,0,3,655.79,actions:offsite_conversion.fb_pixel_lead,10,default,71.39200000
2026-06-04,Meta Ads,Cliente-0D954560,1,Campanha-5AA632F6,1,AdSet-F8D81242,1,Anuncio-A274723C,1,272.56,5084,91,7,0,679,2852,0,2,247.48,actions:offsite_conversion.fb_pixel_lead,7,default,38.93714286
2026-06-04,Meta Ads,Cliente-0D954560,1,Campanha-942DC529,1,AdSet-15C3C269,1,Anuncio-89F19D87,1,278.35,2839,91,1,0,630,1828,0,0,0.0,,,,
2026-06-04,Meta Ads,Cliente-0D954560,1,Campanha-A1087A42,1,AdSet-20AD549D,1,Anuncio-E9DCB443,1,262.71,2732,86,1,0,1113,1914,0,0,0.0,actions:offsite_conversion.fb_pixel_lead,1,default,262.71000000
2026-06-04,Meta Ads,Cliente-1301E036,1,Campanha-6C8B5548,1,AdSet-6CA8CD14,1,Anuncio-09915A4E,1,991.71,16725,373,20,0,4925,9622,0,7,266.94,,,,
2026-06-04,Meta Ads,Cliente-1301E036,1,Campanha-6C8B5548,1,AdSet-6CA8CD14,1,Anuncio-52861658,1,397.58,5935,237,14,0,1872,4930,0,4,949.74,,,,
2026-06-04,Meta Ads,Cliente-1301E036,1,Campanha-D4F4B6F7,1,AdSet-B1087453,1,Anuncio-AD28A55D,1,150.89,10620,218,9,0,3353,9263,0,3,379.73,actions:offsite_conversion.fb_pixel_lead,9,default,16.76555556
2026-06-04,Meta Ads,Cliente-1301E036,1,Campanha-D4F4B6F7,1,AdSet-B694B472,1,Anuncio-19D03D54,1,119.59,3548,73,1,0,568,2820,0,0,0.0,actions:offsite_conversion.fb_pixel_lead,1,default,119.59000000
2026-06-04,Meta Ads,Cliente-8595A0B1,1,Campanha-7435AF3B,1,AdSet-909F3F76,1,Anuncio-DA061972,1,284.77,8695,155,4,0,2226,5187,0,1,154.53,video_thruplay_watched_actions,1335,default,0.21331086
2026-06-04,Meta Ads,Cliente-8595A0B1,1,Campanha-80EA63AC,1,AdSet-839FE6F8,1,Anuncio-54AD6415,1,315.99,7267,278,20,0,1319,5883,0,7,491.27,actions:offsite_conversion.fb_pixel_lead,20,default,15.79950000
2026-06-04,Meta Ads,Cliente-8595A0B1,1,Campanha-80EA63AC,1,AdSet-839FE6F8,1,Anuncio-F7564EEF,1,2192.96,20615,705,18,0,8837,15412,0,6,1104.04,actions:offsite_conversion.fb_pixel_lead,18,default,121.83111111
2026-06-04,Meta Ads,Cliente-8595A0B1,1,Campanha-80EA63AC,1,AdSet-A9531AD0,1,Anuncio-AF9B4192,1,171.08,2418,95,2,0,765,2021,0,0,0.0,actions:offsite_conversion.fb_pixel_lead,2,default,85.54000000
2026-06-05,Google Ads,Cliente-474CCCE3,1,Campanha-1605BED1,1,AdSet-2C3F076D,1,Anuncio-281BA058,1,95.47,5066,129,6.207433,1220.78,165,0,0,0,0,,,,
2026-06-05,Google Ads,Cliente-474CCCE3,1,Campanha-1605BED1,1,AdSet-2C3F076D,1,Anuncio-B54E991E,1,209.87,2550,71,3.049308,713.53,75,0,0,0,0,,,,
2026-06-05,Google Ads,Cliente-474CCCE3,1,Campanha-BAA2D61A,1,AdSet-ECF361B8,1,Anuncio-1BA82A24,1,194.53,6326,236,17.235555,4382.67,129,0,0,0,0,,,,
2026-06-05,Google Ads,Cliente-6ED105CA,1,Campanha-026778BE,1,AdSet-C451AA6E,1,Anuncio-2CF462B1,1,305.23,7683,209,10.894368,1141.68,458,0,0,0,0,,,,
2026-06-05,Google Ads,Cliente-6ED105CA,1,Campanha-ACFE35BB,1,AdSet-2FA08C4F,1,Anuncio-2FCC58DA,1,474.1,6346,140,8.809553,1706.91,359,0,0,0,0,,,,
2026-06-05,Google Ads,Cliente-6ED105CA,1,Campanha-ACFE35BB,1,AdSet-E02677A8,1,Anuncio-E5CAFB1B,1,1390.99,17834,505,7.762102,989.35,190,0,0,0,0,,,,
2026-06-05,Google Ads,Cliente-6ED105CA,1,Campanha-D03279CF,1,AdSet-38FD9C4C,1,Anuncio-BD202F4B,1,598.65,18663,507,21.950182,2843.52,180,0,0,0,0,,,,
2026-06-05,Google Ads,Cliente-6ED105CA,1,Campanha-D03279CF,1,AdSet-5DC66742,1,Anuncio-DEF80DD8,1,2165.36,15580,620,46.48768,1764.92,770,0,0,0,0,,,,
2026-06-05,Google Ads,Cliente-AD42A32D,1,Campanha-409E3907,1,AdSet-3E655550,1,Anuncio-D93BAE53,1,138.21,8989,184,9.630794,783.63,15,0,0,0,0,,,,
2026-06-05,Google Ads,Cliente-AD42A32D,1,Campanha-409E3907,1,AdSet-3F3A9FAC,1,Anuncio-7E3C39EB,1,424.5,3395,123,10.688484,697.57,198,0,0,0,0,,,,
2026-06-05,Google Ads,Cliente-AD42A32D,1,Campanha-409E3907,1,AdSet-3F3A9FAC,1,Anuncio-9E8F58AB,1,194.24,9854,120,5.31091,307.28,143,0,0,0,0,,,,
2026-06-05,Google Ads,Cliente-AD42A32D,1,Campanha-571CE57F,1,AdSet-D6A72598,1,Anuncio-08CD3708,1,126.58,2100,69,2.747636,389.61,102,0,0,0,0,,,,
2026-06-05,Google Ads,Cliente-AD42A32D,1,Campanha-86298F91,1,AdSet-1CAEFB1E,1,Anuncio-92C2AD5A,1,204.3,4663,185,5.648363,447.97,263,0,0,0,0,,,,
2026-06-05,Google Ads,Cliente-AD42A32D,1,Campanha-86298F91,1,AdSet-DC1F642E,1,Anuncio-5488E69D,1,156.67,11512,297,10.049347,515.71,253,0,0,0,0,,,,
2026-06-05,Meta Ads,Cliente-0D954560,1,Campanha-5AA632F6,1,AdSet-F8D81242,1,Anuncio-A274723C,1,65.89,1272,22,2,0,432,1090,0,0,0.0,actions:offsite_conversion.fb_pixel_lead,2,default,32.94500000
2026-06-05,Meta Ads,Cliente-0D954560,1,Campanha-942DC529,1,AdSet-15C3C269,1,Anuncio-89F19D87,1,159.06,1631,52,1,0,277,1166,0,0,0.0,,,,
2026-06-05,Meta Ads,Cliente-0D954560,1,Campanha-A1087A42,1,AdSet-20AD549D,1,Anuncio-E9DCB443,1,552.9,5709,181,2,0,2407,3431,0,0,0.0,actions:offsite_conversion.fb_pixel_lead,2,default,276.45000000
2026-06-05,Meta Ads,Cliente-1301E036,1,Campanha-6C8B5548,1,AdSet-6CA8CD14,1,Anuncio-09915A4E,1,210.04,3551,79,4,0,477,2080,0,1,38.13,,,,
2026-06-05,Meta Ads,Cliente-1301E036,1,Campanha-6C8B5548,1,AdSet-6CA8CD14,1,Anuncio-52861658,1,471.39,7033,281,17,0,2212,4222,0,5,1187.17,,,,
2026-06-05,Meta Ads,Cliente-1301E036,1,Campanha-D4F4B6F7,1,AdSet-B1087453,1,Anuncio-0888DFA2,1,135.77,2793,62,4,0,335,2201,0,1,125.25,actions:offsite_conversion.fb_pixel_lead,4,default,33.94250000
2026-06-05,Meta Ads,Cliente-1301E036,1,Campanha-D4F4B6F7,1,AdSet-B1087453,1,Anuncio-AD28A55D,1,35.99,2535,52,2,0,570,1903,0,0,0.0,actions:offsite_conversion.fb_pixel_lead,2,default,17.99500000
2026-06-05,Meta Ads,Cliente-1301E036,1,Campanha-D4F4B6F7,1,AdSet-B694B472,1,Anuncio-19D03D54,1,137.61,4060,84,1,0,1777,3192,0,0,0.0,actions:offsite_conversion.fb_pixel_lead,1,default,137.61000000
2026-06-05,Meta Ads,Cliente-8595A0B1,1,Campanha-7435AF3B,1,AdSet-909F3F76,1,Anuncio-DA061972,1,38.58,1231,21,1,0,276,703,0,0,0.0,video_thruplay_watched_actions,165,default,0.23381818
2026-06-05,Meta Ads,Cliente-8595A0B1,1,Campanha-80EA63AC,1,AdSet-839FE6F8,1,Anuncio-54AD6415,1,403.52,9274,355,25,0,1751,5834,0,8,561.46,actions:offsite_conversion.fb_pixel_lead,25,default,16.14080000
2026-06-05,Meta Ads,Cliente-8595A0B1,1,Campanha-80EA63AC,1,AdSet-839FE6F8,1,Anuncio-F7564EEF,1,2080.98,19542,669,17,0,2147,16734,0,5,920.03,actions:offsite_conversion.fb_pixel_lead,17,default,122.41058824
2026-06-05,Meta Ads,Cliente-8595A0B1,1,Campanha-80EA63AC,1,AdSet-A9531AD0,1,Anuncio-AF9B4192,1,1004.9,14206,558,10,0,5148,10745,0,3,524.71,actions:offsite_conversion.fb_pixel_lead,10,default,100.49000000
2026-06-06,Google Ads,Cliente-474CCCE3,1,Campanha-1605BED1,1,AdSet-2C3F076D,1,Anuncio-B54E991E,1,130.06,1591,44,1.889712,442.19,70,0,0,0,0,,,,
2026-06-06,Google Ads,Cliente-474CCCE3,1,Campanha-1605BED1,1,AdSet-EBF937FB,1,Anuncio-1F2C3323,1,113.75,9813,158,5.968933,309.26,151,0,0,0,0,,,,
